Clinic Aid Code,Genre,Average Age of the SME (years),"Specialty of the 
Medical Equipment",Marca,Modelo,Año,Número Serie,"Number of 
Consultations per Month",Clinic Size,% of Patients with Middle-Low to Low Income,Total Staff,Attends Patients with Health Insurance,Location of the Clinic,ZIP CODE,REGION,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,New_Address,geometry,CVEGEO,NSE_score,NSE,clave
AP3428-001,Man,18.0109589,Odontology,OPTOPOL,OCT REVO FC,2022,en00tramite,320,Micro,0.3,4,Yes,Urban,42060,Center,Hidalgo,Pachuca de Soto,Pachuca de Soto,JUSTO SIERRA 116,https://www.oftalmologoluisruiz.com/,https://www.doctoralia.com.mx/luis-enrique-ruiz-sanchez/oftalmologo/pachuca,https://www.topdoctors.mx/doctor/luis-enrique-ruiz-sanchez/,,"JUSTO SIERRA 116, Pachuca de Soto",20.0474768,-98.7809107,Hidalgo Pachuca de Soto Pachuca de Soto JUSTO SIERRA 116,POINT (-98.7809107 20.0474768),1.3048E+12,12.51189598,Medio-Alto,1.3048E+12
AP3439-001,Woman,22.01369863,Odontology,GENERAL ELECTRIC,LOGIQ E,2023,6199933WX0,320,Micro,0.1,4,Yes,Urban,52140,Center,México,Metepec,Metepec,JOSEFA ORTIZ DE DOMINGUEZ 302,https://www.instagram.com/shen.clinica/,https://www.doctoralia.com.mx/clinicas/clinica-shen-5,https://bioregenerashen.com/,,"JOSEFA ORTIZ DE DOMINGUEZ 302, Metepec",19.22576886,-99.63190422,México Metepec Metepec JOSEFA ORTIZ DE DOMINGUEZ 302,POINT (-99.63190422 19.22576886),1.5054E+12,8.413918319,Medio,1.5054E+12
AP3443-001,Enterprise,18.58082192,Ophthalmology,IRIDEX,"Cyclo G6, incluye (2) cajas de sondas, una G Probe y una de MP3",2023,IQI93043C,380,Micro,0.3,3,No,Urban,32350,NorthWest,Chihuahua,Juárez,Juárez,AV ADOLFO LOPEZ MATEOS 708,https://www.instagram.com/klarhetlaser/,https://www.facebook.com/KlarhetLaser,https://www.klarhetlaser.com.mx/?fbclid=IwAR0vc4lmHypZEZlQwqPynxmW4SO2eBA8jeByPh0IyEWiVny2K10DYsZf9C4,,"AV ADOLFO LOPEZ MATEOS 708, Juárez",31.71420899,-106.4515779,Chihuahua Juárez Juárez AV ADOLFO LOPEZ MATEOS 708,POINT (-106.4515779 31.71420899),8.037E+11,19.62584495,Alto,8.037E+11
AP3446-001,Enterprise,17.0109589,Imagenology,Philips ,Affiniti 70CV,2023,US224F0699,340,Micro,0.45,3,Yes,Urban,80020,NorthWest,Sinaloa,Culiacán,Culiacán Rosales,ALFONSO G. CALDERON 2193,https://www.instagram.com/clinicarespiratoria.drurquidez/,https://www.facebook.com/ClinicaRespitatoriaDrEdgarUrquidez,https://www.doctoralia.com.mx/edgar-urquidez-bazua-2/neumologo/culiacan,,"ALFONSO G. CALDERON 2193, Culiacán Rosales",24.76551753,-107.3983861,Sinaloa Culiacán Culiacán Rosales ALFONSO G. CALDERON 2193,POINT (-107.3983861 24.76551753),2.5006E+12,14.03558653,Medio-Alto,2.5006E+12
MS3600-001,Woman,10.00547945,Ophthalmology,ICARE,IC 100,2024,2405AJ020,340,Micro,0.5,3,No,Urban,3810,Center,Ciudad de México,Benito Juárez,Ciudad de México,NUEVA YORK 7,https://www.momadvisor.com.mx/profesionales-salud/ciudad-de-mexico/benito-juarez/doctores-1/dra-lorena-ramirez-especialista-atin/,https://www.abcoftalmologia.com/especialist/dra-lorena-ramirez-patino/,,,"NUEVA YORK 7, Ciudad de México",19.395892,-99.178588,Ciudad de México Benito Juárez Ciudad de México NUEVA YORK 7,POINT (-99.178588 19.395892),2.4013E+12,-10.90353205,Bajo,2.4013E+12
MS4336-001,Man,18.76438356,Ophthalmology,MEDIWORKS,LAMPARA DE HENDIDURA S390LM,2023,S390L-J202401440-01-00014 ,340,Micro,0.95,2,No,Urban,97125,South,Yucatán,Mérida,Mérida,CALLE 21 125 A,,https://www.facebook.com/drgabrielglaucoma?locale=es_LA,https://www.doctoralia.com.mx/gabriel-esparza-rocha/oftalmologo/yucatan,,"CALLE 21 125 A, Mérida",21.00323555,-89.62344032,Yucatán Mérida Mérida CALLE 21 125 A,POINT (-89.62344032 21.00323555),3.105E+12,19.5762994,Alto,3.105E+12
MS4336-001,Man,18.76438356,Ophthalmology,MEDIWORKS,LAMPARA DE HENDIDURA S390LM,2023,S390L-J202401440-01-00014 ,340,Micro,0.95,2,No,Urban,97125,South,Yucatán,Mérida,Mérida,CALLE 21 125 A,,https://www.facebook.com/drgabrielglaucoma?locale=es_LA,https://www.doctoralia.com.mx/gabriel-esparza-rocha/oftalmologo/yucatan,,"CALLE 21 125 A, Mérida",21.00323555,-89.62344032,Yucatán Mérida Mérida CALLE 21 125 A,POINT (-89.62344032 21.00323555),3.105E+12,19.5762994,Alto,3.105E+12
AP3473-001,Man,10.00547945,Odontology,AMANNGIRRBACH,CERAMILL MOTION 3,2024,AAD40726 ,320,Micro,0.5,4,Yes,Semiurban,98600,NorthEast,Zacatecas,Guadalupe,Guadalupe,COLEGIO MILITAR 102,https://www.instagram.com/enrique.mtz.h/,https://www.facebook.com/HUEDENTALGRUP/,https://www.instagram.com/hue.dental.group/,,"COLEGIO MILITAR 102, Guadalupe",22.76666171,-102.5348319,Zacatecas Guadalupe Guadalupe COLEGIO MILITAR 102,POINT (-102.5348319 22.76666171),1.1028E+12,5.605188422,Medio-Bajo,1.1028E+12
AP3478-001,Woman,27.01643836,Imagenology,MINDRAY ,DP 10 VET,2023,"LJ9-21000546A,  9KC1A125079",300,Micro,0.4,4,No,Urban,77714,South,Quintana Roo,Solidaridad,Playa del Carmen,AVENIDA PETEMPICH MZA 034 LOTE 015,,https://www.facebook.com/p/Argos-Centro-M%C3%A9dico-Veterinario-100027246866594/,,,"AVENIDA PETEMPICH MZA 034 LOTE 015, Playa del Carmen",20.66318648,-87.07359946,Quintana Roo Solidaridad Playa del Carmen AVENIDA PETEMPICH MZA 034 LOTE 015,POINT (-87.07359946 20.66318647512584),2.3008E+12,6.952843711,Medio-Bajo,2.3008E+12
AP3658-001,Enterprise,7.002739726,Imagenology,General Electric,SIGNA HDxt 15T 16x,2024,R610,2040,Medium,0.3,18,Yes,Urban,97000,South,Yucatán,Mérida,Mérida,CALLE 60 NUM 329B,https://www.instagram.com/siys_mx/?hl=es,https://www.facebook.com/SIYSMX/?locale=es_LA,https://www.siysmedicalmx.com/,,"CALLE 60 NUM 329B, Mérida",20.9853161,-89.62005905,Yucatán Mérida Mérida CALLE 60 NUM 329B,POINT (-89.62005905 20.98531609678187),3.105E+12,13.83496821,Medio-Alto,3.105E+12
AP3486-001,Enterprise,11.19178082,Cardiology,BTL,Prueba de esfuerzo,2024,07600B001904 ,1680,Medium,0.5,16,Yes,Urban,80194,NorthWest,Sinaloa,Culiacán,Culiacán Rosales,BLVD DE LAS TORRES 3072,https://www.instagram.com/somossalud.mx/?hl=es,https://www.facebook.com/somossaludmx/?locale=es_LA,https://somossalud.us/,,"BLVD DE LAS TORRES 3072, Culiacán Rosales",24.77924108,-107.4558952,Sinaloa Culiacán Culiacán Rosales BLVD DE LAS TORRES 3072,POINT (-107.4558952 24.77924108),2.5006E+12,17.96356815,Medio-Alto,2.5006E+12
AP3486-002,Enterprise,11.19178082,Imagenology,PHILIPS,AFFINITI 30,2024,US123E0260,2040,Medium,0.5,16,Yes,Urban,80194,NorthWest,Sinaloa,Culiacán,Culiacán Rosales,BLVD DE LAS TORRES 3072,https://www.instagram.com/somossalud.mx/?hl=es,https://www.facebook.com/somossaludmx/?locale=es_LA,https://somossalud.us/,,"BLVD DE LAS TORRES 3072, Culiacán Rosales",24.77924108,-107.4558952,Sinaloa Culiacán Culiacán Rosales BLVD DE LAS TORRES 3072,POINT (-107.4558952 24.77924108),2.5006E+12,17.96356815,Medio-Alto,2.5006E+12
AP3488-002,Man,9.005479452,Odontology,AMANNGIRRBACH,HOLDER BLOCS 3X UN,2024,0,320,Micro,0.6,4,No,Urban,55349,Center,México,Ecatepec de Morelos,Ecatepec de Morelos,EMILIANO ZAPATA MZA 3 LT 6,https://www.instagram.com/leonelmontiel/,https://www.facebook.com/DrLeonelEduardoMontielFlores/,https://www.facebook.com/CREODONTOLOGIA,,"EMILIANO ZAPATA MZA 3 LT 6, Ecatepec de Morelos",19.59560512,-99.02762522,México Ecatepec de Morelos Ecatepec de Morelos EMILIANO ZAPATA MZA 3 LT 6,POINT (-99.02762522 19.59560512),1.5033E+12,8.565902567,Medio,1.5033E+12
AP3491-001,Man,28.01643836,Ophthalmology,MediWorks ,Fc161,2024,J202309344,340,Micro,0.4,4,No,Urban,27000,NorthEast,Coahuila de Zaragoza,Torreón,Torreón,AV JUAREZ OTE 3030,https://www.instagram.com/contactologia_aledelahoya/?fbclid=IwAR20iI3y6tj3hMxYOI_7CFMIp1HiKmevcjFZb7MdLawxX23DtW6jg4qNr5Y,https://www.facebook.com/ContactologiaAlejandraDelaHoya/,https://www.linkedin.com/in/alejandra-de-la-hoya-olvera-490b90207/?originalSubdomain=mx,,"AV JUAREZ OTE 3030, Torreón",25.53944694,-103.3320484,Coahuila de Zaragoza Torreón Torreón AV JUAREZ OTE 3030,POINT (-103.3320484 25.53944694),5.035E+11,14.67006667,Medio-Alto,5.035E+11
AP3498-001,Enterprise,1.2,Imagenology,UT,VINNO X2,2024,U0212KX042,340,Micro,0.7,3,No,Urban,25284,NorthEast,Coahuila de Zaragoza,Saltillo,Saltillo,MATAMOROS NTE 1840,,,,,"MATAMOROS NTE 1840, Saltillo",25.52855588,-103.2549131,Coahuila de Zaragoza Saltillo Saltillo MATAMOROS NTE 1840,POINT (-103.2549131 25.52855588),5.017E+11,6.353012304,Medio-Bajo,5.017E+11
MS2026-002,Woman,11.00547945,Odontology,Carl zeiss ,Loupe eye mag S,2021,"6905815428 , 7211231002",320,Micro,0.5,3,No,Urban,4040,Center,Ciudad de México,Coyoacán,Ciudad de México,DAKOTA 45,,,https://www.doctoralia.com.mx/sofia-rios-villavicencio/dentista-odontologo/coyoacan,,"DAKOTA 45, Ciudad de México",19.39517889,-99.1746812,Ciudad de México Coyoacán Ciudad de México DAKOTA 45,POINT (-99.1746812 19.39517889),9.014E+11,36.70671387,Alto,9.014E+11
AP3514-001,Man,15.00821918,Imagenology,XRG,Focus 35C Canis 2,2023,H30F115K0805230063,300,Micro,0.3,4,No,Urban,86287,South,Tabasco,Centro,Centro,Prolongación Paseo Usumacinta ,https://www.instagram.com/dulcesmascotas.mx/?igsh=MWc1OGxsODdzb3lsbA%3D%3D,https://www.facebook.com/DulcesMascotasMx/,,,"Prolongación Paseo Usumacinta , Centro",18.01157598,-92.98219098,Tabasco Centro Centro Prolongación Paseo Usumacinta ,POINT (-92.98219098 18.01157598),270130084,,,
AP1291-003,Man,6.498630137,Ophthalmology,HEIDELBERG ENGINEERING,SPECTRALIS,2024,SPEC-CAM-22855-S3610 ,1700,Small,0.65,13,No,Urban,6600,Center,Ciudad de México,Cuauhtémoc,Ciudad de México,FLORENCIA 51,https://www.instagram.com/neovision.oftal/,https://www.facebook.com/Neovisi%C3%B3n-Cl%C3%ADnica-Oftalmol%C3%B3gica-283900802294706/,http://neovision.rotgrafik.com/contact/,,"FLORENCIA 51, Veracruz",19.390054,-99.172597,Ciudad de México Cuauhtémoc Veracruz FLORENCIA 51,POINT (-99.172597 19.390054),3.0087E+12,28.41460245,Alto,3.0087E+12
AP3526-001,Man,17.0109589,Odontology,AMANNGIRRBACH,CERAMILL MOTION DRS,2024,"AAD40488, 802A242EC4AEB238AEF0, ",320,Micro,0.4,4,No,Urban,22010,NorthWest,Baja California,Tijuana,Tijuana,BLVD SANCHEZ TABOADA 9250,https://www.instagram.com/brisamlab/,https://www.facebook.com/LaboratorioBrisam,,,"BLVD SANCHEZ TABOADA 9250, Tijuana",32.48083836,-116.9665907,Baja California Tijuana Tijuana BLVD SANCHEZ TABOADA 9250,POINT (-116.9665907 32.48083836),2.004E+11,20.72486453,Alto,2.004E+11
AP3537-001,Woman,15.00821918,Ophthalmology,MEDIWORKS,S390 OU9000,2024,J202308102,340,Micro,0.4,5,Yes,Urban,6760,Center,Ciudad de México,Cuauhtémoc,Ciudad de México,TUXPAN 29,https://www.instagram.com/dracarlaperezm/?img_index=1,https://www.facebook.com/dracarlaperezmontano/photos_albums,https://oftalmologia-perez-montano.mx/,https://www.doctoralia.com.mx/carla-rocio-perez-montano-2/oftalmologo/miguel-hidalgo,"TUXPAN 29, Ciudad de México",19.38855207,-99.08663783,Ciudad de México Cuauhtémoc Ciudad de México TUXPAN 29,POINT (-99.08663783 19.38855207),9.007E+11,24.70733621,Alto,9.007E+11
AP2852-001,Woman,15.76164384,Ophthalmology,ICARE,100,2022,2249AJ125,340,Micro,0.4,4,No,Urban,3020,Center,Ciudad de México,Benito Juárez,Ciudad de México,ANAXÁGORAS 716,https://www.instagram.com/optoterapia/,https://www.facebook.com/OptometristasProfesionales,https://www.linkedin.com/in/carolina-moreno-54aa6285/?locale=en_US,,"ANAXÁGORAS 716, Ciudad de México",19.38725887,-99.15780741,Ciudad de México Benito Juárez Ciudad de México ANAXÁGORAS 716,POINT (-99.15780741 19.38725887),9.014E+11,30.64267404,Alto,9.014E+11
AP3543-001,Enterprise,5.312328767,Ophthalmology,OCULUS,Pentacam AXL,2023,70100Â 9662Â 3250,1900,Small,0.2,15,Yes,Urban,58260,West-Bajío,Michoacán de Ocampo,Morelia,Morelia,AV LAZARO CARDENAS 1911,https://www.instagram.com/dra.donajimorales/,https://www.facebook.com/dradonajimorales,www.iveo.mx,,"AV LAZARO CARDENAS 1911, Morelia",19.74387825,-101.1331663,Michoacán de Ocampo Morelia Morelia AV LAZARO CARDENAS 1911,POINT (-101.1331663 19.74387825),1.6053E+12,8.005231618,Medio-Bajo,1.6053E+12
AP3545-001,Man,3,Physiotherapy,BTL ,4825 S PREMIUM CON CARRO DE TRASLADO,2024,058P0B027601,260,Micro,0.5,4,No,Semiurban,30500,South,Chiapas,Tonalá,Tonalá,FRANCISCO I MADERO 55,https://www.instagram.com/Fisioterapia_Rcovery?fbclid=IwAR0Umi-20N2bYpA85UjgEjTEqPFXXLetmtlJ9CkLzbsT7kcF2MX6dKz_OJ4,https://www.facebook.com/people/Fisioterapia-Recovery-columna-sana/100094542374373/?mibextid=PtKPJ9,https://www.linkedin.com/in/jaime-cigarroa-meda-a0682b201/?originalSubdomain=mx,,"FRANCISCO I MADERO 55, Tonalá",16.089467,-93.753914,Chiapas Tonalá Tonalá FRANCISCO I MADERO 55,POINT (-93.753914  16.089467),1.4101E+12,8.096442646,Medio-Bajo,1.4101E+12
AP3546-001,Man,2,Imagenology,Youkey,D8,2023,00003DH0208,300,Micro,0.6,3,No,Semiurban,92126,South,Veracruz de Ignacio de la Llave,Tantoyuca,Tantoyuca,RIO TAMESI SIN NUMERO,,,,,"RIO TAMESI SIN NUMERO, Tantoyuca",21.34109412,-98.23731666,Veracruz de Ignacio de la Llave Tantoyuca Tantoyuca RIO TAMESI SIN NUMERO,POINT (-98.23731666 21.341094124149883),3.0155E+12,-6.451212585,Bajo-Medio,3.0155E+12
AP3546-001,Man,2,Imagenology,Youkey,D8,2023,00003DH0208,300,Micro,0.6,3,No,Semiurban,92126,South,Veracruz de Ignacio de la Llave,Tantoyuca,Tantoyuca,RIO TAMESI SIN NUMERO,,,,,"RIO TAMESI SIN NUMERO, Tantoyuca",21.34122828,-98.23740299,Veracruz de Ignacio de la Llave Tantoyuca Tantoyuca RIO TAMESI SIN NUMERO,POINT (-98.23740299 21.341228275081075),3.0155E+12,-12.42810397,Bajo,3.0155E+12
AP3570-001,Woman,9.005479452,Hyperbaric Medicine,BIOBARICA,Revitalair 430,2023,0,260,Micro,0.5,4,No,Urban,44298,West-Bajío,Jalisco,Guadalajara,Guadalajara,AURELIO GONZALEZ 2314,https://www.instagram.com/casa_de_recuperacion?igsh=bDl5b3FldXdqY3pi,https://www.facebook.com/Casaderecuperacionguadalajara/,https://thebodyesthetics.com/,,"AURELIO GONZALEZ 2314, Guadalajara",20.7088007,-103.340155,Jalisco Guadalajara Guadalajara AURELIO GONZALEZ 2314,POINT (-103.340155 20.7088007),1.4039E+12,25.95778043,Alto,1.4039E+12
MS2407-001,Enterprise,15.00821918,Physiotherapy,Btl Fisioterapia,AUTOREFRACTOR V-100,2024,04900B003983,1320,Small,0.15,10,Yes,Urban,3100,Center,Ciudad de México,Benito Juárez,Ciudad de México,MARTIN MENDALDE 922,https://www.instagram.com/engramamx/?__coig_restricted=1,https://www.facebook.com/engramamx/,https://engrama.mx/,,"MARTIN MENDALDE 922, Ciudad de México",19.38606775,-99.16669961,Ciudad de México Benito Juárez Ciudad de México MARTIN MENDALDE 922,POINT (-99.16669961 19.38606775),9.014E+11,33.39978683,Alto,9.014E+11
AP3590-001,Man,19.0109589,Imagenology,ASPENSTATE + AGFA,SPX,2024,"VEABCD024, 1693, SPX2-2309005",300,Micro,0.6,4,No,Urban,58140,West-Bajío,Michoacán de Ocampo,Morelia,Morelia,AV DECIMA 420,https://www.instagram.com/dermadianamoreno/,,https://www.doctoralia.com.mx/diana-isis-moreno-nava/dermatologo/morelia,,"AV DECIMA 420, Morelia",19.7061882,-101.2255146,Michoacán de Ocampo Morelia Morelia AV DECIMA 420,POINT (-101.2255146 19.7061882),1.6053E+12,12.83757787,Medio-Alto,1.6053E+12
AP4148-001,Man,25.01643836,Physiotherapy,BTL,SISTEMA DE DESCOMPRESION VERTEBRAL ,2024,49601B000399 ,260,Micro,0.85,5,No,Urban,6700,Center,Ciudad de México,Cuauhtémoc,Ciudad de México,ZACATECAS 36,,https://www.facebook.com/rehabilitacion.carranco/?locale=es_LA,,,"ZACATECAS 36, Ciudad de México",19.38351978,-99.21577153,Ciudad de México Cuauhtémoc Ciudad de México ZACATECAS 36,POINT (-99.21577153 19.38351978),9.01E+11,14.88883911,Medio-Alto,9.01E+11
AP3602-001,Man,10.75890411,Physiotherapy,BTL ,4110 SMART Y 4825S con trolley,2024,058S0B030355,260,Micro,0.3,2,No,Urban,23460,NorthWest,Baja California Sur,Los Cabos,Cabo San Lucas,C. Salvatierra 1137,,https://www.facebook.com/NeurorrehabilitacionQro/,,,"C. Salvatierra 1137, Cabo San Lucas",22.89298306,-109.9223485,Baja California Sur Los Cabos Cabo San Lucas C. Salvatierra 1137,POINT (-109.9223485 22.89298306),3.00801E+11,15.21173479,Medio-Alto,3.00801E+11
AP3607-001,Man,6.002739726,Physiotherapy,BTL,SISTEMA SUPER INDUCTIVO,2024,09900B008837 ,260,Micro,0.3,4,Yes,Urban,80200,NorthWest,Sinaloa,Culiacán,Culiacán Rosales,JOSE MARIA MORELOS SUR 444,https://www.instagram.com/gofisiomx/?igsh=cndzZWR6Yzg2cmdy&utm_source=qr,https://www.facebook.com/gofisiocln/,https://gofisiomx.com/,,"JOSE MARIA MORELOS SUR 444, Culiacán Rosales",24.80104192,-107.3977433,Sinaloa Culiacán Culiacán Rosales JOSE MARIA MORELOS SUR 444,POINT (-107.3977433 24.801041915316645),2.5006E+12,12.76795518,Medio-Alto,2.5006E+12
AP3608-001,Man,22.01369863,Cardiology,GENERAL ELECTRIC,VIVID IQ PREMIUM,2024,6217163WX0,260,Micro,0.6,4,No,Urban,87048,NorthEast,Tamaulipas,Victoria,Ciudad Victoria,Mier y Terán 816,https://www.tocdoc.com/doctor/dr-salvador-facundo-bazaldua,,https://www.doctoralia.com.mx/salvador-facundo-bazaldua/cardiologo/ciudad-victoria,,"Mier y Terán 816, Ciudad Victoria",23.76657944,-99.1503004,Tamaulipas Victoria Ciudad Victoria Mier y Terán 816,POINT (-99.1503004 23.76657944),2.8041E+12,29.02062691,Alto,2.8041E+12
AP3609-001,Woman,11.00547945,Gynecology,GENERAL ELECTRIC,VOLUSON S8 BT6 + 3T,2024,0,260,Micro,0.5,4,Yes,Urban,76090,Center,Querétaro,Querétaro,Querétaro,BLVD BERNANRDO QUINTANA ARIOJA 9670,https://www.instagram.com/ginecologa.dibella/,https://www.facebook.com/dibellammfQro/?locale=es_LA,https://dibella.mx/,,"BLVD BERNANRDO QUINTANA ARIOJA 9670, Querétaro",20.60949805,-100.3804386,Querétaro Querétaro Querétaro BLVD BERNANRDO QUINTANA ARIOJA 9670,POINT (-100.3804386 20.609498045191145),2.2014E+12,24.12498472,Alto,2.2014E+12
AP3617-001,Man,19.43013699,Gynecology,GENERAL ELECTRIC,LOGIQ E,2021,1332921WX4 ,1300,Small,0.2,13,Yes,Urban,36526,West-Bajío,Guanajuato,Irapuato,Irapuato,DR JAVIER CASTELLANOS COUTIÑO 564,https://hospitalesmac.com/directorio.php?buscar=VILLAFA%C3%91A,,https://drjavierdelgado.wixsite.com/reumatologia,,"DR JAVIER CASTELLANOS COUTIÑO 564, Irapuato",20.67650674,-101.3710694,Guanajuato Irapuato Irapuato DR JAVIER CASTELLANOS COUTIÑO 564,POINT (-101.3710694 20.67650674),1.1017E+12,8.843364899,Medio,1.1017E+12
AP3641-001,Enterprise,5.57260274,Physiotherapy,BTL ,4625 SMART CON CARRO,2023,058S0B030278,280,Micro,0.8,4,No,Urban,28010,West-Bajío,Colima,Colima,Colima,Manuel Acuña 251,,https://www.facebook.com/julioperaltaelcubano/?locale=es_LA,,,"Manuel Acuña 251, Colima",19.2461521,-103.7118189,Colima Colima Colima Manuel Acuña 251,POINT (-103.7118189 19.2461521),6.002E+11,9.445238208,Medio,6.002E+11
AP3641-002,Enterprise,6.002739726,Physiotherapy,BTL,SIS,2023,09900B008927,560,Small,0.85,6,No,Urban,28010,West-Bajío,Colima,Colima,Colima, MANUEL ACUÑA 251,,https://www.facebook.com/julioperaltaelcubano/?locale=es_LA,,," MANUEL ACUÑA 251, Colima",19.2461521,-103.7118189,Colima Colima Colima  MANUEL ACUÑA 251,POINT (-103.7118189 19.2461521),6.002E+11,9.445238208,Medio,6.002E+11
AP3644-001,Man,37.02465753,Imagenology,General Electric,Vivid IQ Standard,2024,6217430WX0,1500,Small,0.45,14,Yes,Urban,22010,NorthWest,Baja California,Tijuana,Tijuana,JOSE CLEMENTE OROZCO 10122,https://www.doctoralia.com.mx/mario-zuniga-ceballos/cardiologo/tijuana,https://www.facebook.com/unidadmedicacardiologica/,https://www.drzunigacardiologo.com/,,"JOSE CLEMENTE OROZCO 10122, Tijuana",32.5241022,-117.0135892,Baja California Tijuana Tijuana JOSE CLEMENTE OROZCO 10122,POINT (-117.0135892 32.5241022),2.004E+11,25.46872221,Alto,2.004E+11
AP3646-001,Man,7.002739726,Imagenology,GENERAL ELECTRIC,VERSANA ACTIVE,2024,6311717WX0,300,Micro,0.6,4,No,Urban,72420,Center,Puebla,Puebla,Puebla (Heroica Puebla),AV 27 PONIENTE 913,,,https://www.doctoralia.com.mx/clinicas/clinica-de-especialidades-gineco-oncologicas,,"AV 27 PONIENTE 913, Puebla (Heroica Puebla)",19.04171766,-98.21842128,Puebla Puebla Puebla (Heroica Puebla) AV 27 PONIENTE 913,POINT (-98.21842128 19.04171766),2.1114E+12,10.23348145,Medio,2.1114E+12
AP3651-001,Man,6.082191781,Odontology,CLV,Medit i700,2024,AZ2207100821,320,Micro,0.2,4,No,Urban,31203,NorthWest,Chihuahua,Chihuahua,Chihuahua,Pedro de Arizaga 2105,https://www.instagram.com/andrescurra.od/?hl=es,https://www.facebook.com/andycurra,https://www.linkedin.com/in/andres-eduardo-curra-chan-16123a42/?originalSubdomain=mx,,"Pedro de Arizaga 2105, Chihuahua",28.64406378,-106.0954241,Chihuahua Chihuahua Chihuahua Pedro de Arizaga 2105,POINT (-106.0954241 28.64406378),8.019E+11,29.78098644,Alto,8.019E+11
AP2834-001,Man,11.00547945,Physiotherapy,Btl Fisioterapia,RSWT topline,2024,04400B013785,260,Micro,0.3,4,No,Urban,97128,South,Yucatán,Mérida,Mérida,CALLE 17 129,https://www.instagram.com/dr.nazulake/?hl=es,https://www.facebook.com/dr.nazulake/,https://institutodeproloterapia.com/doctores/dr-miguel-angel-nazul-ake-montiel-celaya/,,"CALLE 17 129, Mérida",21.0047377,-89.6137816,Yucatán Mérida Mérida CALLE 17 129,POINT (-89.6137816 21.0047377),3.105E+12,17.74880461,Medio-Alto,3.105E+12
AP3669-001,Enterprise,4.849315068,Imagenology,PHILIPS,INGENUITY,2024,310228,1360,Small,0.3,12,Yes,Urban,22010,NorthWest,Baja California,Tijuana,Tijuana,DAVID ALFARO SIQUEIROS 2795,,https://www.facebook.com/alphadiagnosticimg/,https://labs.doctoralia.com.mx/clinica/alpha-diagnostic-imaging-center/tijuana,,"DAVID ALFARO SIQUEIROS 2795, Tijuana",32.52071131,-117.0131369,Baja California Tijuana Tijuana DAVID ALFARO SIQUEIROS 2795,POINT (-117.0131369 32.52071131),2.004E+11,24.493541,Alto,2.004E+11
AP3677-001,Man,12.00547945,Imagenology,GE,VIVID IQ,2024,6217343WX0,300,Micro,0.65,3,No,Urban,66035,NorthEast,Nuevo León,García,García,AV. PASEO DE LEONES 8001,,,https://www.christusmuguerza.com.mx/hospital-cumbres/,,"AV. PASEO DE LEONES 8001, García",25.7563148,-100.4402611,Nuevo León García García AV. PASEO DE LEONES 8001,POINT (-100.4402611 25.7563148),1.9018E+12,31.48511881,Alto,1.9018E+12
AP3683-001,Man,10.00547945,Imagenology,GENERAL ELECTRIC,LOGIQ E R8,2024,6325935WX0,300,Micro,0.5,3,No,Urban,20010,NorthEast,Aguascalientes,Aguascalientes,Aguascalientes,RIO BRAVO 308,,https://www.facebook.com/profile.php?id=100063589393213,https://www.doctoralia.com.mx/juan-ulises-villanueva-valdivia/ortopedista-traumatologo/aguascalientes,,"RIO BRAVO 308, Aguascalientes",22.23190291,-102.2534539,Aguascalientes Aguascalientes Aguascalientes RIO BRAVO 308,POINT (-102.2534539 22.23190291),1.009E+11,4.344411508,Medio-Bajo,1.009E+11
AP3689-001,Enterprise,4.734246575,Physiotherapy,BTL,LASER 4110,2024,058S0B029582,1400,Small,0.5,13,Yes,Urban,31203,NorthWest,Chihuahua,Chihuahua,Chihuahua,AV FRANSISCO VILLA 3300,https://www.instagram.com/sendoloramsk?fbclid=IwAR10pJo2lRAi5k3fPryZDcD5bHccLH577UPjq9XcHKivync6TW-_gx61mhE,https://www.facebook.com/lavidasindolorchihuahua/?locale=es_LA,https://www.instagram.com/dra.alibenavidesa/,,"AV FRANSISCO VILLA 3300, Chihuahua",28.65422237,-106.1012683,Chihuahua Chihuahua Chihuahua AV FRANSISCO VILLA 3300,POINT (-106.1012683 28.65422237),8.019E+11,31.78449861,Alto,8.019E+11
MS2702-001,Man,5.063013699,Odontology,CARL ZEISS,OPMI PICO con Sistema de documentacion,2023,0,320,Micro,0.1,4,Yes,Urban,3920,Center,Ciudad de México,Benito Juárez,Ciudad de México,AV EXTREMADURA 72,https://www.instagram.com/dentalgearmx/,https://www.facebook.com/DentalGearMx/?locale=hi_IN,,,"AV EXTREMADURA 72, Ciudad de México",19.37611185,-99.18966365,Ciudad de México Benito Juárez Ciudad de México AV EXTREMADURA 72,POINT (-99.18966365 19.37611185),090140001069A,27.83058101,Alto,090140001069A
